name,id
1,1,1,2,2-pentadeuterio-2-iodoethane,2724853
2,2-difluoroacetyl fluoride,2778914
triethyl(iodo)silane,11118214
methylcycloheptane,20082
3-bromopropan-1-amine,78702
1,3-bis(methylsulfanyl)propan-2-ol,99550
dideuterio(diiodo)methane,12403101
2-fluoro-1,3-thiazole,18413350
3-fluoroprop-1-ene,69958
(2R)-2-(methoxymethyl)oxirane,2734441
hydroperoxycyclohexane,69835
2-hydrazinylacetic acid,84227
2-aminoethanethioic S-acid,522597
1,1,1,2,3,3,3-heptadeuterio-2-deuteriooxypropane,2723972
1,1,1,2,2,3,3,4,4-nonadeuterio-4-deuteriooxybutane,2733134
[(2S)-pyrrolidin-2-yl]methanamine,2734054
4-methylmorpholine;hydrochloride,3083815
Create Date: 2005-03-26,6330188
(5S)-5-methylheptan-1-ol,13218084
4-aminobutan-2-one;hydrochloride,15565027
1,2,2,3,3,4,4,5,5,6,6-undecadeuteriopiperidine,16212919
sodium;propan-1-olate,23669363
2-(hydroxymethylamino)ethanol,61929
triethylstibane,71547
ethylphosphane,136382
Create Date: 2005-03-27,6327453
Create Date: 2006-10-25,9833925
carbonyl chloride fluoride,9622
1,3-dichloro-2-methylpropane,69218
1,2-dibromo-1-chloroethane,92818
1,2,3-tribromobutane,102454
2-chlorofuran,137856
1-bromo-2-methylsulfanylethane,554365
potassium;2-sulfanylacetate,23688957
butanoyl fluoride,68035
1,2,4,5-tetradeuterioimidazole,11701027
N-formylformamide,28961
2-bromo-1,1,1,2-tetrafluoroethane,31300
N-chloroacetamide,69022
chloro-dimethyl-propylsilane,87130
2-(hexylamino)ethanol,108610
dioxane,138570
3-chlorothietane,265654
N-propylbutan-2-amine,559366
bromocopper;methylsulfanylmethane,2724234
2H-tetrazol-5-amine;hydrate,12211273
tetramethylphosphanium;chloride,16211846
potassium;2-methylbutan-2-olate,23683543
bromo(trimethyl)germane,66109
2-(ethylamino)acetonitrile,90498
5-(dimethylamino)pentan-1-ol,295978
1,7-diiodoheptane,12644026
1,2-dimethylcyclopropane,102832
2-sulfanylacetohydrazide,179349
1,3-oxathiane,542686
deuterio 2,2,2-trideuterioacetate,2723903
N,N,2,3,4,5,6-heptadeuterioaniline,2733418
2-methylbutane-1,2-diol,3055170
(2R)-hexan-2-amine,6993464
magnesium;cyclopropane;bromide,11116189
4,5-diiodo-2H-triazole,46318349
sodium;2-methylpropane-2-thiolate,5147913
Create Date: 2005-03-27,6327320
Create Date: 2005-03-27,6327684
(4S)-4-methylhexan-1-ol,13463446
4-(butylamino)butan-1-ol,20669
1,1-dichloro-1,2-difluoroethane,33239
2,3,4,5,6-pentadeuteriophenol,12205419
3,3-difluorobutan-1-ol,53831960
2-(hydroxyamino)acetic acid,19070
methylcarbamic acid,30536
N-ethylprop-2-en-1-amine,72885
1,1-diethoxy-2-methoxyethane,78539
1,2-dibromo-1-fluoroethane,78985
hex-5-en-3-ol,136489
Create Date: 2005-03-26,160435
1,2,4-thiadiazole,6451464
hydrogen carbonate;tetramethylazanium,10197721
1,2,3-tribromo-2-methylpropane,92137
2-chloroacetohydrazide;hydrochloride,101882
N'-amino-N-iminomethanimidamide,9567750
1,1-difluoropropane,12545136
guanidine;hydroiodide,19820467
ethenyl(trimethyl)azanium;hydroxide,10042
N-chloromethanamine,80260
1,3-dithietane,136129
4-bromopent-1-ene,141675
2-methyl-1-methylsulfanylpropane,263077
1-amino-3-hydroxyurea,282741
4-methoxybut-1-ene,317680
N-methylmethanamine;hydrobromide,12199014
4-chlorobutan-2-ol,12484479
phenylmethanamine;hydrobromide,12998568
4,4-dimethylpentan-1-amine,14454757
1,1-dibromoethene,11652
iodomethyl(trimethyl)azanium;iodide,38328
2-methylpentane-2-thiol,74213
1,1-dimethylsilolane,136833
1-bromo-1-nitroethane,11253
hydroperoxymethane,18199
1,1,1,2,2,3,3,3-octadeuteriopropane,137750
thiirane 1-oxide,138930
2-bromo-2-chloroacetaldehyde,542763
1,1-dimethoxypropan-2-ol,554378
1,1,2,2-tetradeuterioethane-1,2-diol,2733137
(NE)-N-prop-2-enylidenehydroxylamine,9577004
(15N)aniline,11137093
2-chloro-2-fluoropropane,15687700
2,3-dichloropropanal,93058
1,1,2,2-tetraethylhydrazine,138168
1-ethylsulfanyl-2-methylpropane,519219
1,2,4-oxadiazole,6451463
cesium;propanoate,23693496
4,4-difluorobutan-1-ol,53976399
1,1,2-trichloro-1-fluoroethane,69937
1-isocyanopropane,79084
2-(methylsulfanylmethyl)oxirane,548390
Create Date: 2005-07-19,6364547
(2R)-3-bromo-2-methylpropan-1-ol,10441885
8-sulfanyloctan-1-ol,11041028
1,6-difluorohexane,12482116
2H-tetrazol-5-ylmethanamine;hydrochloride,43810738
2,4-dichloropentane,12261
1,1-dideuterioethanol,137238
3-bromobut-1-ene,140876
N-methylethanethioamide,3032483
1-ethoxypropan-2-one,12544552
4-bromobutan-2-ol,13111845
1-amino-4-methylpentan-2-ol,18356484
2,2-dibromoacetaldehyde,18223
calcium;dithiocyanate,159641
1,2,4,5-tetrazine-3,6-diamine,283379
(3R)-3-methylpiperidine,6427444
1-iodopropan-2-one,76396
2,3-dibromo-2-methylbutane,79060
1-ethylaziridine,150876
propane-2-thione,641811
trichloro(ethyl)germane,2733353
aminomethanol,6420096
1,2,3,4,5-pentadeuterio-6-fluorobenzene,80279
trideuterio(fluoro)methane,136358
1,3-diethoxypropane,137943
2-fluoroprop-2-enal,151861
2-methylpentan-2-amine,418247
deuterio acetate,2723902
1-amino-2-methylguanidine;hydroiodide,2780866
3-ethylfuran,3017760
potassium;sodium;carbonate,10176137
5-iodopent-1-ene,10987172
(115N)pyridine,12196969
1-bromo-4,4-dimethylpentane,15752574
1,1,2,2-tetrachloropropane,83154
1,3-bis(methylsulfanyl)propane,141161
5-methylsulfanyl-1H-1,2,4-triazole,575378
6-iodohex-1-ene,10878409
2,2-diiodopropane,11483316
Create Date: 2007-02-08,12442631
1,1,3,3-tetradeuteriothiourea,16212162
2,2,2-tribromoethane-1,1-diol,68181
1,2,4-trioxolane,78967
2-methylpropanedial,98735
5-ethyl-2H-tetrazole,223464
N,N-diethylpropan-2-amine,521913
2,2-dihydroxyacetic acid,2723641
1,1,3,3-tetradeuteriourea,2723980
1,2,3,4,5-pentadeuterio-6-(trideuteriomethoxy)benzene,12209350
magnesium;butane;chloride,84884
1,2-diiodopropane,136396
1,2-dibromo-2,3-dichloropropane,144412
piperazine;hydrate,167574
lithium;propanoate,23689528
2,2,3,3,5,5,6,6-octadeuterio-1,4-dioxane,87209
1,2,3,4-tetradeuterio-5,6-bis(trideuteriomethyl)benzene,91976
5-bromopentanal,10241132
(2S)-3-bromo-2-methylpropan-1-ol,10986449
3-(azetidin-1-yl)propan-1-amine,15110479
1,4-diazepan-6-amine,34178635
iodo(methyl)mercury,67347
ethylidenecyclopropane,140404
tetraethylphosphanium;iodide,199508
3-methylidenehexane,520668
propan-1-amine;hydrobromide,12203661
1-iodopropan-2-ol,13398828
2-chloroethanimidamide,35602
2-sulfanylpropan-1-ol,102921
ethanolate,119440
methyldiazene,123421
N-propan-2-ylbutan-1-amine,123480
3-methoxy-2-methylpropanal,314284
trideuteriomethanamine;hydrochloride,2723974
1,1-dimethylguanidine;hydrochloride,15621627
potassium;2-aminoacetate,23673715
3-ethyl-2,4-dimethylpentane,14040
rhodium(2+);diacetate,21674
1-oxidopyridazin-1-ium,137016
2,2,2-trifluoro-N-methylethanamine,520301
1-bromo-1,1,2,2,2-pentadeuterioethane,2733136
dimethyl(methylsulfanyl)sulfanium;tetrafluoroborate,2737114
(2R)-3,3-dimethylbutan-2-amine,5324845
2-(chloromethoxy)propane,12431716
1-aminoheptan-2-ol,14178859
bicyclo[2.1.0]pentane,9101
trichloro(methyl)germane,70436
N-(2-aminoethyl)nitramide,194053
(1R,2R)-1,2-dibromocyclopentane,12601463
2,2-difluorobutan-1-ol,21880591
3-chloro-2-methylpropane-1,2-diol,95357
2-methylsulfanylfuran,139389
oxonane,191153
2-methylthietane,560338
trideuteriomethanol,123132
N'-(2-aminoethyl)-N'-methylethane-1,2-diamine,430288
2-pentoxyethanol,522003
trideuteriomethanamine,2723975
fluoro(dimethoxy)borane,3083563
(3S,4R)-pyrrolidine-3,4-diol,13329882
N-pentylformamide,16217248
1-butyl-1-methylhydrazine,30076
2-(hydroxymethoxy)ethoxymethanol,62511
1,1,1-trichlorobutane,83297
methanediazonium,115287
2,3-dimethylbutane-2-thiol,137130
trideuteriomethane,10953798
N-propan-2-ylpropan-2-amine;hydrobromide,12202996
lead(2+);diformate,61216
diethyl(iodo)alumane,74874
2-aminoethanol;hydrobromide,90080
barium(2+);dithiocyanate,164928
ethyl cyanate,533706
O-(2-methylpropyl)hydroxylamine,536422
1,2-di(propan-2-yl)hydrazine,77304
azidomethane,79079
2,3-dihydroazete,138831
N-ethylpentan-1-amine,546880
pentane-1,4-diamine,550880
acetic acid,10153982
pyrrolidine;hydrobromide,18621471
magnesium;cyclopentane;bromide,118418
N-[dimethylamino(methyl)phosphanyl]-N-methylmethanamine,139853
chloromethylsulfanylethane,164873
(2R)-3-methylbutan-2-ol,638099
(1,2,3,4,5,6-13C6)cyclohexatriene,11309472
N'-aminoethanimidamide;hydrochloride,12239607
3,3-difluoropropan-1-ol,17775566
1,2-diethyldiaziridine,81250
1-bromo-2-chloroethyne,141229
3-prop-2-enylselanylprop-1-ene,297067
2-chloroacetyl fluoride,5325485
2-methoxypropane-1,3-diol,11170931
4-methylsulfanylbutan-1-amine,533935
dipropylmercury,12358
magnesium;octane;bromide,86923
4-sulfanylbutanoate,151729
pyridin-4-amine;hydrochloride,164772
2-methyl-1,3-oxathiane,542685
magnesium;hexane;bromide,4184939
but-3-en-2-amine,15584178
tetramethoxygermane,16684449
triethylbismuthane,69243
iodo(trimethyl)stannane,94981
N,N-dichloromethanamine,123255
hexane-1,1-diamine,134940
cyclopropylcyclopropane,138564
1H-phosphole,164575
3-prop-2-enoxypropan-1-ol,165762
1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-docosadeuteri...,2733135
Create Date: 2005-07-19,6335386
(Z)-1-bromohex-3-ene,6436340
sodium;acetate;hydrate,23681166
1-(methoxymethyl)aziridine,73904
2-chloro-N-(2-chloroethyl)-N-ethylethanamine;hydrochloride,77142
dimethylaminomethanol,84150
phosphinine,123046
4-chloro-2-methylbut-1-ene,155072
sodium;2,2,2-trifluoroethanolate,23677971
4-methylcyclopentene,15658
1-(dichloromethoxy)butane,4278354
hydroxy-methoxy-oxophosphanium,6327900
(2S)-1,1,1-trifluoropropan-2-ol,6999971
2-[3-aminopropyl(methyl)amino]ethanol,11434970
2-methyl-1-methylsulfanylpropan-2-amine,12097380
deuterio 2,3,3-trideuterioprop-2-enoate,12999058
3,3-dimethoxypropanal,29398
[3-(hydroxymethyl)oxiran-2-yl]methanol,95770
tetramethylphosphanium;iodide,120511
methylsulfanylethyne,139101
(2S)-4-methylpentan-2-ol,6994471
dideuteriomethane,10866248
phenyl thiohypochlorite,11008040
acetyloxy(methyl)mercury,16682934
Create Date: 2005-03-26,137849
ethenyl-fluoro-dimethylsilane,2769366
N'-hydroxypropanimidamide,6521662
piperazine;hydrate;dihydrochloride,12197850
2-(methoxymethyl)thiirane,29837
4-aminobutane-1-thiol,30486
1-aminopropan-2-ol;hydrochloride,111033
2-iodoprop-2-en-1-ol,11275417
1,1,1,2,2-pentadeuterioethane,12053198
1,1,1,2,3,3,5,5,5-nonadeuterio-2,4,4-tris(trideuteriomethyl)...,16212984
magnesium;pentane;bromide,101838
strontium;propan-2-olate,6099237
(2R)-4-methylpentan-2-ol,6999987
ethane-1,2-diamine;hydrate,12200817
2-chloro-N,N-dimethylpropan-1-amine,92738
1,2-difluoroethyne,136491
1-(2-chloroethoxy)-2-ethoxyethane,170577
pyridin-2-amine;hydrochloride,208632
3-iodo-2-methylprop-1-ene,10877752
2-chloro-3-iodoprop-1-ene,10943566
1-(chloromethoxy)butane,11105357
magnesium;diformate;dihydrate,25021858
1-propoxyhexane,111844
1,3,5,7-tetrathiocane,137565
pyridine;hydroiodide,312731
5-ethyl-1,3-thiazole,519456
Create Date: 2005-07-19,6335387
1,2-dideuteriooxyethane,10986148
1-chloropentan-2-ol,15743295
1,2,3-trichlorobutane,29031
2-ethylsulfanylethanethiol,33596
trifluoro(methoxy)methane,73947
(methylditellanyl)methane,88493
3-methylpent-4-en-1-ol,123525
1-methoxyheptane,522076
2,2,2-trideuterioacetyl chloride,2723967
piperazine;hydrobromide,3014804
(Z)-1-chlorobut-1-ene,5364401
3-bromo-2-fluoroprop-1-ene,10920585
N-ethylcarbamoyl chloride,12321963
4-methylpentane-1,3-diol,12896295
N,2,2-trimethylpropan-1-amine,12910381
octan-1-amine;hydrobromide,53422655
(2R)-1-amino-3-chloropropan-2-ol;hydrochloride,87178124
1,4-dichlorobutane-2,3-diol,102809
4,5-dihydro-1,3-thiazole,120269
bicyclo[2.1.1]hexane,136122
bromoethyne,136381
3-chloro-3-methylbut-1-ene,137471
dioxolane,138198
1,2,5-trithiepane,522181
2,2-dibromo-1,1,1-trifluoroethane,3028248
1,2,3,4-tetrahydropyridine,10176084
dichloroplatinum;ethane-1,2-diamine,10903489
lithium;2-hydroxyacetate,23688973
(2R)-1-bromo-2-methylbutane,68293
3-methylpentane-3-thiol,74226
1-methoxypropan-1-ol,3032390
methyl deuterioformate,3084408
2,2,3,3,3-pentadeuteriopropanenitrile,6914116
dimethylaminomethylidene(dimethyl)azanium;chloride,9793790
3-methylbut-2-en-1-amine;hydrochloride,18326564
1,1-difluoroheptane,9849
chloroethyne,68975
azidoethane,79118
1,1,2,2-tetrachloro-1,2-dideuterioethane,118531
ethanethial,123241
bicyclo[1.1.1]pentane,136153
Create Date: 2005-03-27,141509
cadmium(2+);ethane,521867
1,2,4-triazol-1-amine,11708047
2-fluoropentane,13299938
propan-2-amine;hydrobromide,22495069
triethyl(methyl)azanium;iodide,70439
1,1,1,3,3,3-hexadeuteriopropane,137751
3-iodofuran,141464
tert-butylperoxymethanol,146413
zinc;butane,545193
N-chloro-N-methylmethanamine,123122
1-methylazetidine,138389
2-phosphanylethylphosphane,4361793
methanethione,79115
N-(3-methoxypropyl)formamide,349252
acetic acid,450349
1,1-dideuterio-1-deuteriooxy-2,2,2-trifluoroethane,2724851
morpholine;hydrobromide,12196067
2,2-dichloropentane,141934
iodo(trimethyl)germane,2734132
N-methylsulfanylacetamide,100435
cyclopropylmethylcyclopropane,111091
1,2-dichloro-3-methylbutane,136399
1,2-dimethylhydrazine;hydrochloride,134414
1-oxidopyrimidin-1-ium,140172
N-ethylnitrous amide,149201
piperidine;hydrobromide,203244
butyl(dichloro)borane,4461877
Create Date: 2005-08-08,6336982
2-fluorooctane,10953554
propane-1,3-diamine;dihydroiodide,129655464
2-methyl-1,3-dioxane,136444
N-deuterio-N-ethylethanamine,136781
1-propoxypentane,140408
1-ethoxypentan-3-ol,294551
1,1,1,3,3,3-hexadeuterio-2-deuteriooxy-2-(trideuteriomethyl)...,2723971
(E)-1-iodohex-1-ene,5362933
2,2-dideuteriopropane,6914130
4-methylsulfanylbutan-2-ol,12659797
4-methylthiane,78837
Create Date: 2005-03-27,136379
chlorogold;trimethylphosphane,11702286
1,1-dichloro-2-methylpropane,11664
2-[ethyl(methyl)amino]ethanol,17916
3-chloro-N,N,2-trimethylpropan-1-amine,90906
1,2-dibromo-3-chloro-2-methylpropane,91564
1,4-diaminobutan-2-ol,164656
N-(2-methylpropyl)butan-2-amine,527148
(E)-1,2-dimethoxyethene,637927
1-bromo-1,1-dideuterioethane,12112954
copper;ethanolate,14419876
1,3,5,7-tetraoxocane,78969
2-chloro-3-methylpentane,138188
deuteriobenzene,123097
Create Date: 2005-03-27,137747
prop-2-enimidamide,3481477
fluoroethyne,32759
dideuteriomethanone,123127
N-methoxy-N-methylmethanamine,138559
Create Date: 2005-03-27,138641
N-chloro-N-ethylethanamine,165347
cadmium(2+);diformate,197815
2-iminoacetic acid,3080609
2-fluoro-2-methylbutane,13709961
dimethylarsanylformonitrile,12690
2-chloro-1,1,1,3,3,3-hexadeuterio-2-(trideuteriomethyl)propa...,13517
1,2-diiodoethyne,61170
azanium;phenoxide,80075
magnesium;propane;bromide,101916
calcium;methanolate,164985
iodo(113C)methane,9989367
2-bromobutan-1-ol,13398829
sodium;cyano(trideuterio)boranuide,23666334
2,3-bis(chloromethyl)oxirane,19160
N,N-dimethylbutan-2-amine,70200
deuterioethane,138525
1,1-difluoroprop-1-ene,521131
4-methoxybut-1-yne,542152
4-methoxy-2-methylbut-1-ene,542352
diethoxy(ethyl)phosphane,1520881
(E)-hept-4-en-1-ol,5367535
6-methylsulfanylhexan-1-amine,13961629
methylsulfanylcyclopentane,138938
3-methylsulfanylprop-1-yne,525424
(Z)-2-methylhex-3-ene,5365948
1-ethenylaziridine,21843
ethenylphosphane,143550
N-(methyldiazenyl)methanamine,197031
3-sulfanylpropanal,527448
3-chloro-3-ethylpentane,642198
morpholine;hydroiodide,12196071
1-bromo-1-(bromomethyl)cyclopropane,22288525
thorium(4+);dicarbonate,44150929
Create Date: 2016-01-08,102601578
1,1-dichloroheptane,13184
N'-[2-(methylamino)ethyl]ethane-1,2-diamine,118593
1,1,2,2-tetradeuterio-1,2-dideuteriooxyethane,2733139
2,2-dichloro-3-methylbutane,28766
1,3-dichloro-2-methylbutane,31613
propylcyclobutane,138358
piperazine;dihydroiodide,20068687
aminocarbamodithioic acid,2778993
fluorocyclobutane,11051569
tetraethylphosphanium;chloride,21863291
4-methylhexanal,38756
diethyl(dimethyl)silane,262834
2-ethyl-3-methyloxirane,520554
3,3-difluoroprop-1-ene,12591132
1,1,1,2,2,3,3,4,4,4-decadeuteriobutane,16213391
azanide;2-hydroxyacetic acid;platinum(2+),24200453
1-bromo-2-chloropropane,18176
methanedithioic acid,416793
1,4,5-oxadithiepane,520929
2-ethoxyacetaldehyde,89580
2-aminoacetohydrazide,101426
methylsulfanylethene,123131
2-hydroperoxypentane,139664
1,4-dioxane;molecular bromine,255279
triethyl(iodo)stannane,305835
2-deuteriooxypropane,520960
1,4-dichloro-2-methylbutane,543860
magnesium;octane;chloride,4147387
Create Date: 2005-03-27,6329365
hydroxy-methyl-oxophosphanium,6369390
1,2,3,4,5-pentadeuterio-6-methylbenzene,11815823
bromo(trideuterio)methane,12265499
sodium;deuterioformate,16212395
2-ethoxy-N-methylethanamine,18324766
dichloro(dimethyl)plumbane,73704
1,1,2-tribromobutane,107143
N,N,1,1,1-pentafluoromethanamine,136167
1,1,1-tribromoethane,137540
2-(propan-2-yloxymethoxy)propane,520225
1-bromohexan-2-ol,11217598
(2R)-hex-5-en-2-ol,11848709
1,1-dichloro-1-fluoropropane,24653
1,1-dichloro-2-methoxyethane,118742
1-methoxy-3-methylbutane,136445
2,2,3,3,4,4,4-heptadeuteriobutanoic acid,12216213
2-methylprop-2-enylhydrazine,16637058
deuteriomethane,12669
O-ethyl ethanethioate,136711
2-prop-2-enoxypropane,138673
iodoethyne,139776
azanium;2-aminoacetate,161644
2-methyl-1,3-oxazolidine,544812
(2S)-6-methylheptan-2-ol,12583653
3-chlorobutan-1-ol,12916881
sodium;3-aminopropanoate,23674880
sodium;acetate,23681129
2-ethoxy-1,1,1-trifluoroethane,10003
1-methylsulfinylethane,121148
1,1-dibromopropane,152925
1,1,1,2,2-pentadeuterio-2-(1,1,2,2,2-pentadeuterioethoxy)eth...,2723765
1,4-bis(trideuteriomethyl)benzene,2723992
Create Date: 2005-03-27,6329141
(2R)-3,3-dimethylbutan-2-ol,6992799
phenylmethan(15N)amine,10057460
dimethyl(methylidene)azanium;chloride,11051579
Create Date: 2007-08-23,16683978
bromo-dichloro-fluoromethane,9624
7-fluoroheptan-1-ol,9855
3-methylpent-2-ene,12014
3-fluoroprop-1-yne,137718
1-propoxybutane,137814
ethyl(trimethyl)stannane,137969
4-methylsulfanyldithiolane,156360
4-methylhept-1-ene,518713
fluoromethyl(trimethyl)silane,13283755
1,2-bis(ethenoxy)ethane,136586
sulfinylmethane,142407
2-ethylthiolane,519125
phenyl selenohypoiodite,2724689
1-ethyl-1-methylcyclopropane,93290
trifluoromethanamine,542706
methoxyazanium;chloride,11639
N-ethyl-3-methylbutan-2-amine,102873
azanium;N-methylcarbamodithioate,3036568
3-(chloromethoxy)prop-1-ene,12400791
N-(hydroxymethyl)-N-methylformamide,107853
1-methylsulfinylpropane,123336
O-methyl methylsulfanylmethanethioate,140571
N,N-bis(trideuteriomethyl)nitrous amide,146418
2-bromo-1,3-dichloropropane,148537
iodo(phenyl)mercury,164736
2-deuteriooxy-2-methylpropane,517695
magnesium;2-methanidylpropane;chloride,4384856
(2S)-3,3-dimethylbutan-2-ol,6999961
fluoro(diiodo)methane,11822226
2-chloro-N-ethylethanamine;hydrochloride,13014036
trichloro(dimethylsulfonio)boranuide,16211690
1,1,2,2-tetradeuterioethene,123083
fluoro(dimethyl)phosphane,136338
(3R)-hexan-3-ol,6994293
[(1R,2R)-2-methylcyclopropyl]methanol,7855622
N-(2-methylpropyl)hydroxylamine,9543329
deuterio(triethyl)silane,10986198
potassium;methoxymethanedithioate,11309586
N-(3-hydroxypropyl)formamide,13586013
1-bromo-2,3-dichloropropane,36306
butoxy(oxo)borane,92648
3-methylcyclopropene,638076
2-fluorohexane,13620130
azocane;hydrochloride,198171
2-ethylsulfanylbutane,521270
S-methyl methanethioate,638145
1-deuteriopropan-2-one,6912034
1,1-difluorohexane,12776646
1-ethylsulfanylpropan-2-ol,86041
pentane-2,4-diamine,300673
3,4-dihydrodithiine,525332
potassium;2-iodoacetate,23672306
di(propan-2-yl)mercury,14064
2-(butan-2-ylamino)ethanol,98429
trideuteriomethylbenzene,101983
ethanethioate;tetramethylazanium,112914
2,2-difluoropentane,520839
1-deuteriooxy-2-(2-ethoxyethoxy)ethane,2723953
2-bromo-1-chloro-1,1-difluoroethane,3083566
(2S)-2-(fluoromethyl)oxirane,6999953
(2S)-hex-5-en-2-ol,11848710
sodium;3-hydroxypropanoate,23676770
potassium;acetate;hydrate,23702041
ethylidynephosphane,141910
2-(18F)fluoranylacetic acid,450656
4-ethyl-1,2,4-triazole,566284
sodium;oxido carbonate,3080695
carbonyl dichloride;rhodium,53249311
1-(butyldiselanyl)butane,30116
triiodo(methyl)germane,70678
butyl(trimethyl)stannane,123120
N-difluorophosphanyl-N-ethylethanamine,136196
2-methoxybut-1-ene,141167
dichloro(dichloromethoxy)methane,558102
1-[chloro(dideuterio)methyl]-2,3,4,5,6-pentadeuteriobenzene,2724149
1,2,3,5-tetrathiane,6428769
pyrrolidine;hydroiodide,12196047
3-bromo-2,2-dimethylbutane,58223256
hydroxymethylperoxymethanol,28258
1,2-dibromoethyne,61169
1-propan-2-yloxypentane,138582
3-hydroperoxyhexane,141085
methane;molybdenum,197134
1,1,2,2-tetradeuterioethane,15244547
ethyl(trimethyl)azanium;chloride,33992
1-bromobut-1-ene,35945
ethyl(trimethyl)azanium;bromide,75856
disodium;1,3,4-thiadiazole-2,5-dithiolate,91920
pentan-1-amine;hydrochloride,120182
1H-imidazol-3-ium,444234
methanolate,3826051
2-aminooxyacetic acid;hydrochloride,10129958
(213C)propan-2-one,11007810
(1,3-13C2)propan-2-one,13001281
ethenoxycyclopropane,225161
1-chloro-1,1,2-trifluoroethane,3013878
acetonitrile,16213367
3-methylhexan-1-amine,103411
1-fluoro-3-hydroxypropan-2-one,150638
1,3-dioxan-5-ylmethanol,283992
ethyl carbonofluoridate,521190
1-chlorobut-3-en-2-ol,12642
N-butyl-N-chlorobutan-1-amine,13834
4-methyl-1,3-dithiolane,39655
1,1,1-trichloro-2,2-difluoroethane,67711
2-hydroxy-3-methylbutanal,95367
1-ethyl-1,2,2-trimethylhydrazine,142727
1-ethylsulfanylpentane,520245
dithiepane,525357
2-ethenoxyethanamine,5222844
(E)-1-fluoroprop-1-ene,5463203
(2S)-1-sulfanylpropan-2-ol,10898643
calcium;oxo(113C)methanediolate,16213538
3-methoxy-2-methylprop-1-ene,519946
formyl cyanide,3843063
bromo(hexyl)mercury,29072
ethyl(iodo)mercury,75543
1-propan-2-yloxybutane,137240
1-ethenoxy-3-methylbutane,142381
carbonoperoxoic acid,181880
(E)-1,2-diiodoethene,5378102
N-methyl-2H-tetrazol-5-amine,142993
(2R)-2-bromobutane,637147
sodium;imidazol-3-ide,4605971
(E)-5-chloropent-2-ene,6436376
bromomethoxyethane,11105434
1,1,1,3,3,3-hexadeuteriopropan-2-ol,12213346
hexa-1,3-diene,11602
(2R)-3-sulfanylpropane-1,2-diol,447638
diaminomethylidene(methyl)azanium,7311729
cyano(methyl)mercury,17440
1,2,2,3-tetrabromopropane,41044
hydroxyselanylmethane,10176114
(113C)propanoic acid,12216717
sodium;carbamodithioate,23706594
dimethylphosphanyl(dimethyl)phosphane,77247
dichloro(methyl)alumane,101908
N-(methylideneamino)methanimine,136329
N-methylmethanimine,137199
Create Date: 2005-03-26,137580
1,1-dibromobutane,143885
4-methyltriazine,144799
(E)-ethene-1,2-diol,3036308
(E)-3-bromo-2-methylprop-2-en-1-ol,6371571
azanium;hydroxy(methyl)arsinate,16851
2-methylthiane,51758
2-ethenylsulfanylpropane,140443
2,2-dimethyl-3-sulfanylpropan-1-ol,331837
2,2,2-trideuterioethanol,519451
(Z)-2,5-dimethylhex-3-ene,5462744
3,3-difluoropentane,13459596
1,3,5-trideuteriobenzene,16212250
N-ethenylmethanimine,37987
butylazanium;tetrafluoroborate,51438
N,N'-diethylbutane-1,4-diamine,88062
1-chloro-1,2,2-trifluoroethane,92758
dichloro(trifluoromethyl)phosphane,136266
2,5-dihydro-1H-silole,138904
4-methyl-1,3-dithiane,303710
(2R)-1-bromopropan-2-ol,446628
N-butan-2-ylbutan-1-amine,4133797
tetraethylarsanium,5289426
deuterioformic acid,11263466
Create Date: 2006-10-27,11789314
1-methoxy-2-methylbutane,522007
2-(methoxymethoxy)ethanol,20567
trifluoromethylphosphane,136260
methyl methanesulfinate,329397
3-chlorohept-1-ene,534251
1,1-dichloro-2-fluoroethene,10931411
Create Date: 2004-09-16,122980
N-methylethenamine,137539
tert-butylazanium,3833866
aluminum;2-aminoacetic acid;zirconium(4+);chloride;hydroxide...,72941670
2,3-dimethylaziridine,52161
1-amino-2,2-dimethylpropan-1-ol,3016233
(E)-4-ethylhex-2-ene,5352665
(Z)-1-bromopent-2-ene,6110173
(2R,5R)-2,5-dimethyloxolane,7567603
lithium;benzenethiolate,10975459
azane;thiocyanic acid,13417437
Create Date: 2008-02-29,24190735
ethenyl(trimethyl)azanium,10043
2-methyl-1-propoxypropane,139920
3-bromo-1-chloro-1,1-difluoropropane,555733
1-trimethylsilylethanol,12447898
2,2,2-trideuterioacetic acid,136860
N,N-dimethylmethanamine;formic acid,289818
2-azaniumylacetate,5257127
(Z)-1-chlorobut-2-ene,5463237
dideuterio(phenyl)methanol,12203065
3-bromopropyl(trimethyl)silane,12845800
(E)-1,2-dichloro-1-fluoroethene,21572609
2,3-diethyloxirane,138264
N-[dimethylamino(fluoro)phosphanyl]-N-methylmethanamine,137181
ethyl-fluoro-dimethylsilane,555261
(E)-N-[(E)-ethylideneamino]ethanimine,9571063
1,2,3,4,5-pentadeuterio-6-ethylbenzene,10942375
N-(2-methylpropyl)butan-1-amine,30315
chloro(2-ethoxyethyl)mercury,67167
silver;sodium;dicyanide,167985
butylazanium,3614750
ethyl acetate,12206859
2-deuteriopropan-2-ol,12213344
hydroxysulfanylethane,13710589
3-hydroxysulfanylprop-1-ene,14917355
methylselanylbenzene,78050
ethenylsilane,81714
methyl-dioxido-oxo-lambda5-arsane,114800
(E)-1,2,3-trichloroprop-1-ene,5370145
